Kode,Level,Uraian,UraianPath,SearchText,parent_kode,grandparent_kode
500.5.3.9,kuartier,data dan statistik perikanan budidaya,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.9: data dan statistik perikanan budidaya,perekonomian kelautan dan perikanan perikanan budidaya data dan statistik perikanan budidaya,500.5.3,500.5
500.5.3.10,kuartier,hama dan penyakit ikan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.10: hama dan penyakit ikan,perekonomian kelautan dan perikanan perikanan budidaya hama dan penyakit ikan,500.5.3,500.5
500.5.3.11,kuartier,perlindungan lingkungan budidaya,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.11: perlindungan lingkungan budidaya,perekonomian kelautan dan perikanan perikanan budidaya perlindungan lingkungan budidaya,500.5.3,500.5
500.5.3.12,kuartier,investasi dan permodalan usaha budidaya,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.12: investasi dan permodalan usaha budidaya,perekonomian kelautan dan perikanan perikanan budidaya investasi dan permodalan usaha budidaya,500.5.3,500.5
500.5.3.13,kuartier,kewirausahaan budidaya,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.13: kewirausahaan budidaya,perekonomian kelautan dan perikanan perikanan budidaya kewirausahaan budidaya,500.5.3,500.5
500.5.3.14,kuartier,pelayanan usaha budidaya,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.14: pelayanan usaha budidaya,perekonomian kelautan dan perikanan perikanan budidaya pelayanan usaha budidaya,500.5.3,500.5
500.5.3.15,kuartier,kelembagaan dan ketenagaakerjaan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.15: kelembagaan dan ketenagaakerjaan,perekonomian kelautan dan perikanan perikanan budidaya kelembagaan dan ketenagaakerjaan,500.5.3,500.5
500.5.3.16,kuartier,promosi usaha dan budaya,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.3: perikanan budidaya > 500.5.3.16: promosi usaha dan budaya,perekonomian kelautan dan perikanan perikanan budidaya promosi usaha dan budaya,500.5.3,500.5
500.5.4,tersier,pengolahan dan pemasaran hasil perikanan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan,500.5,500
500.5.4.1,kuartier,standarisasi pengolahan hasil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.1: standarisasi pengolahan hasil,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan standarisasi pengolahan hasil,500.5.4,500.5
500.5.4.2,kuartier,pengembangan produk,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.2: pengembangan produk,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan pengembangan produk,500.5.4,500.5
500.5.4.3,kuartier,pengembangan usaha mikro kecil dan menengah,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.3: pengembangan usaha mikro kecil dan menengah,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan pengembangan usaha mikro kecil dan menengah,500.5.4,500.5
500.5.4.4,kuartier,industri pengolahan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.4: industri pengolahan,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan industri pengolahan,500.5.4,500.5
500.5.4.5,kuartier,sarana dan prasarana pengolahan hasil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.5: sarana dan prasarana pengolahan hasil,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan sarana dan prasarana pengolahan hasil,500.5.4,500.5
500.5.4.6,kuartier,standarisasi pengembangan produk non konsumsi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.6: standarisasi pengembangan produk non konsumsi,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan standarisasi pengembangan produk non konsumsi,500.5.4,500.5
500.5.4.7,kuartier,promosi dan jaringan ikan hias,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.7: promosi dan jaringan ikan hias,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan promosi dan jaringan ikan hias,500.5.4,500.5
500.5.4.8,kuartier,pengembangan industri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.8: pengembangan industri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan pengembangan industri,500.5.4,500.5
500.5.4.9,kuartier,sarana dan prasarana pengembangan produk non konsumsi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.9: sarana dan prasarana pengembangan produk non konsumsi,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan sarana dan prasarana pengembangan produk non konsumsi,500.5.4,500.5
500.5.4.10,kuartier,kelembagaan pemasaran dalam negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.10: kelembagaan pemasaran dalam negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan kelembagaan pemasaran dalam negeri,500.5.4,500.5
500.5.4.11,kuartier,analisis dan informasi pasar dalam negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.11: analisis dan informasi pasar dalam negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan analisis dan informasi pasar dalam negeri,500.5.4,500.5
500.5.4.12,kuartier,jaringan distribusi dan kemitraan pemasaran dalam negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.12: jaringan distribusi dan kemitraan pemasaran dalam negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan jaringan distribusi dan kemitraan pemasaran dalam negeri,500.5.4,500.5
500.5.4.13,kuartier,promosi dan kerja sama pemasaran dalam negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.13: promosi dan kerja sama pemasaran dalam negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan promosi dan kerja sama pemasaran dalam negeri,500.5.4,500.5
500.5.4.14,kuartier,sarana dan prasarana pemasaran dalam negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.14: sarana dan prasarana pemasaran dalam negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan sarana dan prasarana pemasaran dalam negeri,500.5.4,500.5
500.5.4.15,kuartier,kelembagaan pemasaran luar negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.15: kelembagaan pemasaran luar negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan kelembagaan pemasaran luar negeri,500.5.4,500.5
500.5.4.16,kuartier,analisis dan informasi pemasaran luar negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.16: analisis dan informasi pemasaran luar negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan analisis dan informasi pemasaran luar negeri,500.5.4,500.5
500.5.4.17,kuartier,pengembangan ekspor,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.17: pengembangan ekspor,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan pengembangan ekspor,500.5.4,500.5
500.5.4.18,kuartier,pengembangan impor,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.18: pengembangan impor,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan pengembangan impor,500.5.4,500.5
500.5.4.19,kuartier,promosi dan kerja sama pemasaran luar negeri,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.19: promosi dan kerja sama pemasaran luar negeri,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan promosi dan kerja sama pemasaran luar negeri,500.5.4,500.5
500.5.4.20,kuartier,pelayanan usaha,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.20: pelayanan usaha,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan pelayanan usaha,500.5.4,500.5
500.5.4.21,kuartier,kemitraan usaha,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.21: kemitraan usaha,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan kemitraan usaha,500.5.4,500.5
500.5.4.22,kuartier,ketenagakerjaan pengolahan dan pemasaran,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.22: ketenagakerjaan pengolahan dan pemasaran,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan ketenagakerjaan pengolahan dan pemasaran,500.5.4,500.5
500.5.4.23,kuartier,investasi dan permodalan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.23: investasi dan permodalan,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan investasi dan permodalan,500.5.4,500.5
500.5.4.24,kuartier,informasi dan promosi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.4: pengolahan dan pemasaran hasil perikanan > 500.5.4.24: informasi dan promosi,perekonomian kelautan dan perikanan pengolahan dan pemasaran hasil perikanan informasi dan promosi,500.5.4,500.5
500.5.5,tersier,kelautan pesisir dan pulau pulau kecil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil,500.5,500
500.5.5.1,kuartier,rencana tata ruang laut nasional dan perairan yurisdiksi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.1: rencana tata ruang laut nasional dan perairan yurisdiksi,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil rencana tata ruang laut nasional dan perairan yurisdiksi,500.5.5,500.5
500.5.5.2,kuartier,rencana tata ruang dan zona wilayah i,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.2: rencana tata ruang dan zona wilayah i,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil rencana tata ruang dan zona wilayah i,500.5.5,500.5
500.5.5.3,kuartier,rencana tata ruang dan zona wilayah ii,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.3: rencana tata ruang dan zona wilayah ii,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil rencana tata ruang dan zona wilayah ii,500.5.5,500.5
500.5.5.4,kuartier,informasi dan evaluasi spasial,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.4: informasi dan evaluasi spasial,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil informasi dan evaluasi spasial,500.5.5,500.5
500.5.5.5,kuartier,jejaring data dan informasi konservasi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.5: jejaring data dan informasi konservasi,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil jejaring data dan informasi konservasi,500.5.5,500.5
500.5.5.6,kuartier,konservasi wawasan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.6: konservasi wawasan,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil konservasi wawasan,500.5.5,500.5
500.5.5.7,kuartier,konservasi jenis ikan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.7: konservasi jenis ikan,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil konservasi jenis ikan,500.5.5,500.5
500.5.5.8,kuartier,pemanfaatan kawasan dan jenis ikan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.8: pemanfaatan kawasan dan jenis ikan,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil pemanfaatan kawasan dan jenis ikan,500.5.5,500.5
500.5.5.9,kuartier,mitigasi bencana lingkungan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.9: mitigasi bencana lingkungan,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil mitigasi bencana lingkungan,500.5.5,500.5
500.5.5.10,kuartier,pendayagunaan sumber daya kelautan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.10: pendayagunaan sumber daya kelautan,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil pendayagunaan sumber daya kelautan,500.5.5,500.5
500.5.5.11,kuartier,penanggulangan pencemaran sumber daya pesisir dan laut,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.11: penanggulangan pencemaran sumber daya pesisir dan laut,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil penanggulangan pencemaran sumber daya pesisir dan laut,500.5.5,500.5
500.5.5.12,kuartier,rehabilitasi dan reklamasi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.12: rehabilitasi dan reklamasi,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil rehabilitasi dan reklamasi,500.5.5,500.5
500.5.5.13,kuartier,identifikasi pulau pulau terkecil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.13: identifikasi pulau pulau terkecil,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil identifikasi pulau pulau terkecil,500.5.5,500.5
500.5.5.14,kuartier,pengelolaan ekosistem pulau pulau terkecil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.14: pengelolaan ekosistem pulau pulau terkecil,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil pengelolaan ekosistem pulau pulau terkecil,500.5.5,500.5
500.5.5.15,kuartier,investasi dan promosi pulau pulau terkecil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.15: investasi dan promosi pulau pulau terkecil,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil investasi dan promosi pulau pulau terkecil,500.5.5,500.5
500.5.5.16,kuartier,sarana dan prasarana pulau pulau terkecil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.16: sarana dan prasarana pulau pulau terkecil,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil sarana dan prasarana pulau pulau terkecil,500.5.5,500.5
500.5.5.17,kuartier,akses permodalan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.17: akses permodalan,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil akses permodalan,500.5.5,500.5
500.5.5.18,kuartier,akses ilmu pengetahuan dan teknologi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.18: akses ilmu pengetahuan dan teknologi,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil akses ilmu pengetahuan dan teknologi,500.5.5,500.5
500.5.5.19,kuartier,sosial budaya masyarakat,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.19: sosial budaya masyarakat,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil sosial budaya masyarakat,500.5.5,500.5
500.5.5.20,kuartier,pengembangan usaha,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.5: kelautan pesisir dan pulau pulau kecil > 500.5.5.20: pengembangan usaha,perekonomian kelautan dan perikanan kelautan pesisir dan pulau pulau kecil pengembangan usaha,500.5.5,500.5
500.5.6,tersier,pengawasan sumber daya kelautan dan perikanan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan,500.5,500
500.5.6.1,kuartier,pengawasan penangkapan wilayah barat,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.1: pengawasan penangkapan wilayah barat,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan penangkapan wilayah barat,500.5.6,500.5
500.5.6.2,kuartier,pengawasan penangkapan wilayah timur,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.2: pengawasan penangkapan wilayah timur,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan penangkapan wilayah timur,500.5.6,500.5
500.5.6.3,kuartier,pengawasan pengangkutan pengolahan dan pemasaran,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.3: pengawasan pengangkutan pengolahan dan pemasaran,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan pengangkutan pengolahan dan pemasaran,500.5.6,500.5
500.5.6.4,kuartier,pengawasan usaha budidaya,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.4: pengawasan usaha budidaya,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan usaha budidaya,500.5.6,500.5
500.5.6.5,kuartier,pengawasan ekosistem perairan dan kawasan konservasi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.5: pengawasan ekosistem perairan dan kawasan konservasi,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan ekosistem perairan dan kawasan konservasi,500.5.6,500.5
500.5.6.6,kuartier,pengawasan pencemaran perairan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.6: pengawasan pencemaran perairan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan pencemaran perairan,500.5.6,500.5
500.5.6.7,kuartier,pengawasan pesisir dan pulau pulau terkecil,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.7: pengawasan pesisir dan pulau pulau terkecil,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan pesisir dan pulau pulau terkecil,500.5.6,500.5
500.5.6.8,kuartier,pengawasan jasa kelautan dan sumber daya non hayati,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.8: pengawasan jasa kelautan dan sumber daya non hayati,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawasan jasa kelautan dan sumber daya non hayati,500.5.6,500.5
500.5.6.9,kuartier,logistik dan operasional wilayah barat,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.9: logistik dan operasional wilayah barat,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan logistik dan operasional wilayah barat,500.5.6,500.5
500.5.6.10,kuartier,logistik dan operasional wilayah timur,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.10: logistik dan operasional wilayah timur,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan logistik dan operasional wilayah timur,500.5.6,500.5
500.5.6.11,kuartier,perawatan kapal pengawas,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.11: perawatan kapal pengawas,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan perawatan kapal pengawas,500.5.6,500.5
500.5.6.12,kuartier,pengawakan kapal pengawas,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.12: pengawakan kapal pengawas,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengawakan kapal pengawas,500.5.6,500.5
500.5.6.13,kuartier,sistem pemantauan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.13: sistem pemantauan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan sistem pemantauan,500.5.6,500.5
500.5.6.14,kuartier,pemantauan pemanfaatan sumber daya kelautan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.14: pemantauan pemanfaatan sumber daya kelautan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pemantauan pemanfaatan sumber daya kelautan,500.5.6,500.5
500.5.6.15,kuartier,pemantauan sumber daya perikanan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.15: pemantauan sumber daya perikanan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pemantauan sumber daya perikanan,500.5.6,500.5
500.5.6.16,kuartier,pengembangan infrastruktur pengawasan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.16: pengembangan infrastruktur pengawasan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pengembangan infrastruktur pengawasan,500.5.6,500.5
500.5.6.17,kuartier,penyidikan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.17: penyidikan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan penyidikan,500.5.6,500.5
500.5.6.18,kuartier,penanganan barang bukti dan awak kapal,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.18: penanganan barang bukti dan awak kapal,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan penanganan barang bukti dan awak kapal,500.5.6,500.5
500.5.6.19,kuartier,kerja sama penegakan hukum dan fasilitas ppns perikanan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.19: kerja sama penegakan hukum dan fasilitas ppns perikanan,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan kerja sama penegakan hukum dan fasilitas ppns perikanan,500.5.6,500.5
500.5.6.20,kuartier,pemantauan dan evaluasi penanganan pelanggaran,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.6: pengawasan sumber daya kelautan dan perikanan > 500.5.6.20: pemantauan dan evaluasi penanganan pelanggaran,perekonomian kelautan dan perikanan pengawasan sumber daya kelautan dan perikanan pemantauan dan evaluasi penanganan pelanggaran,500.5.6,500.5
500.5.7,tersier,karantina ikan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan,perekonomian kelautan dan perikanan karantina ikan,500.5,500
500.5.7.1,kuartier,pemeriksaan ikan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.1: pemeriksaan ikan,perekonomian kelautan dan perikanan karantina ikan pemeriksaan ikan,500.5.7,500.5
500.5.7.2,kuartier,penahanan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.2: penahanan,perekonomian kelautan dan perikanan karantina ikan penahanan,500.5.7,500.5
500.5.7.3,kuartier,pengasingan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.3: pengasingan,perekonomian kelautan dan perikanan karantina ikan pengasingan,500.5.7,500.5
500.5.7.4,kuartier,pengamatan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.4: pengamatan,perekonomian kelautan dan perikanan karantina ikan pengamatan,500.5.7,500.5
500.5.7.5,kuartier,pengakuan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.5: pengakuan,perekonomian kelautan dan perikanan karantina ikan pengakuan,500.5.7,500.5
500.5.7.6,kuartier,penolakan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.6: penolakan,perekonomian kelautan dan perikanan karantina ikan penolakan,500.5.7,500.5
500.5.7.7,kuartier,pemusnahan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.7: pemusnahan,perekonomian kelautan dan perikanan karantina ikan pemusnahan,500.5.7,500.5
500.5.7.8,kuartier,persyaratan lalu lintas pemasukan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.8: persyaratan lalu lintas pemasukan,perekonomian kelautan dan perikanan karantina ikan persyaratan lalu lintas pemasukan,500.5.7,500.5
500.5.7.9,kuartier,persyaratan lalu lintas pengeluaran,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.9: persyaratan lalu lintas pengeluaran,perekonomian kelautan dan perikanan karantina ikan persyaratan lalu lintas pengeluaran,500.5.7,500.5
500.5.7.10,kuartier,permohonan sertifikat,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.10: permohonan sertifikat,perekonomian kelautan dan perikanan karantina ikan permohonan sertifikat,500.5.7,500.5
500.5.7.11,kuartier,pemasukan formulir,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.11: pemasukan formulir,perekonomian kelautan dan perikanan karantina ikan pemasukan formulir,500.5.7,500.5
500.5.7.12,kuartier,pemasukan sertifikat,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.12: pemasukan sertifikat,perekonomian kelautan dan perikanan karantina ikan pemasukan sertifikat,500.5.7,500.5
500.5.7.13,kuartier,permohonan sertifikat evaluasi dan monitoring sertifikat,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.13: permohonan sertifikat evaluasi dan monitoring sertifikat,perekonomian kelautan dan perikanan karantina ikan permohonan sertifikat evaluasi dan monitoring sertifikat,500.5.7,500.5
500.5.7.14,kuartier,surat perintah,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.14: surat perintah,perekonomian kelautan dan perikanan karantina ikan surat perintah,500.5.7,500.5
